Name,Year,Genre,Publisher,NA_Sales,EU_Sales,JP_Sales,Other_Sales,Global_Sales
Suikoden II,1998,Role-Playing,Konami Digital Entertainment,0.15,0.1,0.38,0.04,0.68
Street Sk8er,1998,Sports,Electronic Arts,0.37,0.25,0,0.04,0.67
Contra: Legacy of War,1996,Shooter,Konami Digital Entertainment,0.37,0.25,0,0.04,0.67
Spice World,1998,Action,Sony Computer Entertainment,0.37,0.25,0,0.04,0.67
Wild ARMs 2,1999,Role-Playing,Sony Computer Entertainment,0.19,0.13,0.31,0.04,0.67
Pro Pinball: Big Race USA,1999,Simulation,Take-Two Interactive,0.37,0.25,0,0.04,0.66
Tiger Woods PGA Tour 2000,1998,Sports,Electronic Arts,0.37,0.25,0,0.04,0.66
Darkstone,2001,Role-Playing,Electronic Arts,0.37,0.25,0,0.04,0.66
Legend of Legaia,1998,Role-Playing,Sony Computer Entertainment,0.37,0.25,0,0.04,0.66
Um Jammer Lammy,1998,Misc,Sony Computer Entertainment,0.12,0.08,0.41,0.04,0.66
Animaniacs Ten Pin Alley,1998,Sports,ASC Games,0.36,0.25,0,0.04,0.66
World of Dragon Warrior - Torneko: The Last Hope,1999,Role-Playing,Enix Corporation,0.02,0.01,0.58,0.04,0.65
Centipede,1998,Shooter,Atari,0.36,0.25,0,0.04,0.65
Mary-Kate and Ashley: Magical Mystery Mall,2000,Adventure,Acclaim Entertainment,0.36,0.24,0,0.04,0.65
Nightmare Creatures,1997,Action,Sony Computer Entertainment,0.35,0.24,0,0.04,0.63
Sim Theme Park,1999,Strategy,Electronic Arts,0.35,0.24,0,0.04,0.63
Final Fantasy VII International,1997,Role-Playing,Square,0,0,0.59,0.04,0.63
NHL 2001,2000,Sports,Electronic Arts,0.35,0.24,0,0.04,0.63
Buzz Lightyear of Star Command,2000,Platform,Activision,0.35,0.24,0,0.04,0.63
WWF in Your House,1996,Fighting,Acclaim Entertainment,0.35,0.24,0,0.04,0.62
NBA ShootOut '97,1997,Sports,Sony Computer Entertainment,0.35,0.24,0,0.04,0.62
Disney's 102 Dalmatians: Puppies to the Rescue,2000,Platform,Eidos Interactive,0.34,0.23,0,0.04,0.62
Bass Landing,1999,Sports,ASCII Entertainment,0.21,0.14,0.23,0.04,0.62
Super Robot Taisen α Gaiden,2001,Strategy,Banpresto,0,0,0.58,0.04,0.62
Small Soldiers,1998,Platform,Electronic Arts,0.34,0.23,0,0.04,0.61
Duke Nukem: Total Meltdown,1997,Shooter,GT Interactive,0.34,0.23,0,0.04,0.61
Tomb Raider Chronicles,1999,Action,Eidos Interactive,0.34,0.23,0,0.04,0.61
Suikoden,1995,Role-Playing,Konami Digital Entertainment,0.21,0.14,0.21,0.04,0.6
From TV Animation One Piece: Grand Battle 2,2002,Fighting,Namco Bandai Games,0,0,0.56,0.04,0.6
BeatMania Append 3rdMix,1998,Simulation,Konami Digital Entertainment,0,0,0.56,0.04,0.6
Xena: Warrior Princess,1998,Adventure,Electronic Arts,0.33,0.23,0,0.04,0.6
Jikkyou Powerful Pro Yakyuu '97 Kaimakuban,1997,Sports,Konami Digital Entertainment,0,0,0.56,0.04,0.59
CyberTiger,1998,Sports,Electronic Arts,0.33,0.22,0,0.04,0.59
Jampack Fall 2001,2001,Misc,Sony Computer Entertainment,0.33,0.22,0,0.04,0.59
NFL Blitz 2001,2000,Sports,Midway Games,0.33,0.22,0,0.04,0.59
Jikkyou Powerful Pro Yakyuu '98 Kaimakuban,1998,Sports,Konami Digital Entertainment,0,0,0.55,0.04,0.59
Barbie: Race & Ride,1999,Action,Sony Computer Entertainment,0.33,0.22,0,0.04,0.59
Tokimeki Memorial: Forever with You,1995,Simulation,Konami Digital Entertainment,0,0,0.55,0.04,0.58
Diablo,1997,Role-Playing,Electronic Arts,0.29,0.19,0.07,0.04,0.58
Sammy Sosa High Heat Baseball 2001,2000,Sports,3DO,0.32,0.22,0,0.04,0.58
Digimon World 2,2000,Role-Playing,Namco Bandai Games,0.23,0.16,0.16,0.04,0.58
Tales of Phantasia,1998,Role-Playing,Namco Bandai Games,0,0,0.54,0.04,0.58
Gex: Enter the Gecko,1998,Platform,BMG Interactive Entertainment,0.32,0.22,0,0.04,0.58
Championship Motocross featuring Ricky Carmichael,1998,Racing,THQ,0.32,0.22,0,0.04,0.58
Tenchu 2: Birth of the Stealth Assassins,2000,Action,Activision,0.32,0.22,0,0.04,0.58
Parasite Eve II,1999,Role-Playing,SquareSoft,0.32,0.22,0,0.04,0.58
Theme Park,1994,Simulation,Electronic Arts,0.24,0.16,0.13,0.04,0.57
Mobile Suit Gundam: Giren no Yabou- Zeon no Keifu,2000,Strategy,Namco Bandai Games,0,0,0.54,0.04,0.57
Beyond The Beyond,1995,Role-Playing,Sony Computer Entertainment,0.11,0.08,0.35,0.04,0.57
Bob the Builder: Can We Fix It?,2000,Action,THQ,0.31,0.21,0,0.04,0.57
Breath of Fire IV,2000,Role-Playing,Capcom,0.11,0.08,0.34,0.04,0.56
"Monsters, Inc. Scream Team",2001,Platform,Sony Computer Entertainment,0.31,0.21,0,0.04,0.56
Army Men: Sarge's Heroes,1999,Action,3DO,0.31,0.21,0,0.04,0.56
NASCAR Rumble,2000,Racing,Electronic Arts,0.31,0.21,0,0.04,0.56
Lunar: Silver Star Story Complete,1998,Role-Playing,Kadokawa Shoten,0.27,0.18,0.06,0.04,0.55
NBA Showtime: NBA on NBC,1999,Sports,Midway Games,0.31,0.21,0,0.04,0.55
Shin Super Robot Taisen,1996,Role-Playing,Banpresto,0,0,0.52,0.04,0.55
Simple 1500 Series Vol. 73: The Invaders ~Space Invaders 1500~,2001,Shooter,D3Publisher,0.31,0.21,0,0.04,0.55
Fighting Force 2,1999,Action,Eidos Interactive,0.31,0.21,0,0.04,0.55
Contender 2,2000,Fighting,3DO,0.31,0.21,0,0.04,0.55
Star Wars: Dark Forces,1996,Shooter,LucasArts,0.31,0.21,0,0.04,0.55
SD Gundam G Generation Zero,1999,Strategy,Namco Bandai Games,0,0,0.51,0.04,0.55
Mortal Kombat 3,1995,Fighting,Sony Computer Entertainment,0.29,0.2,0.02,0.04,0.55
Top Gun: Fire at Will!,1996,Misc,Microprose,0.3,0.21,0,0.04,0.55
Bust A Groove,1998,Misc,Sony Computer Entertainment,0.09,0.06,0.35,0.04,0.54
Pachi-Slot Aruze Oukoku 2,1999,Misc,Aruze Corp,0,0,0.5,0.04,0.54
Mat Hoffman's Pro BMX,2001,Sports,Activision,0.3,0.2,0,0.04,0.54
Clock Tower,1996,Adventure,ASCII Entertainment,0.07,0.05,0.38,0.03,0.53
007 Racing,2000,Racing,Electronic Arts,0.3,0.2,0,0.03,0.53
Gex 3: Deep Cover Gecko,1999,Platform,Eidos Interactive,0.3,0.2,0,0.03,0.53
Jampack Vol. 2,1996,Misc,Sony Computer Entertainment,0.3,0.2,0,0.03,0.53
Front Mission 2,1997,Strategy,SquareSoft,0,0,0.49,0.03,0.53
Pachi-Slot Aruze Oukoku 4,2000,Misc,Aruze Corp,0,0,0.49,0.03,0.53
The Grinch,1999,Adventure,Konami Digital Entertainment,0.29,0.2,0,0.03,0.52
Final Fantasy Chronicles,2001,Role-Playing,Square,0.29,0.2,0,0.03,0.52
Syphon Filter 3,2001,Shooter,Sony Computer Entertainment,0.29,0.2,0,0.03,0.52
Ready 2 Rumble Boxing: Round 2,2000,Fighting,Midway Games,0.29,0.2,0,0.03,0.52
Mission: Impossible,1999,Action,Infogrames,0.29,0.2,0,0.03,0.52
Rival Schools: United By Fate,1998,Fighting,Capcom,0.12,0.08,0.28,0.03,0.52
Front Mission 3,1999,Strategy,SquareSoft,0.1,0.07,0.31,0.03,0.52
Omega Boost,1999,Shooter,Sony Computer Entertainment,0.17,0.11,0.2,0.03,0.52
NBA Live 2002,2001,Sports,Electronic Arts,0.29,0.19,0,0.03,0.52
International Track & Field,1996,Sports,Konami Digital Entertainment,0.08,0.05,0.35,0.03,0.51
Virtual Pool,1997,Sports,Interplay,0.28,0.19,0,0.03,0.51
Dai-4-Ji Super Robot Taisen S,1996,Strategy,Banpresto,0,0,0.48,0.03,0.51
NHL FaceOff 98,1997,Sports,Sony Computer Entertainment,0.28,0.19,0,0.03,0.51
Blue's Clues: Blue's Big Musical,2001,Misc,THQ,0.28,0.19,0,0.03,0.5
Bases Loaded '96: Double Header,1995,Sports,Jaleco,0.28,0.19,0,0.03,0.5
RPG Maker,1997,Role-Playing,ASCII Entertainment,0.11,0.07,0.29,0.03,0.5
PoPoLoCrois Monogatari,1996,Role-Playing,Sony Computer Entertainment,0,0,0.46,0.03,0.5
One Piece: Grand Battle!,2001,Fighting,Atari,0,0,0.46,0.03,0.49
Die Hard Trilogy 2: Viva Las Vegas,1999,Action,Fox Interactive,0.27,0.18,0,0.03,0.49
Yu-Gi-Oh! Forbidden Memories (JP sales),1999,Role-Playing,Konami Digital Entertainment,0,0,0.45,0.03,0.48
ECW Hardcore Revolution,1999,Fighting,Acclaim Entertainment,0.27,0.18,0,0.03,0.48
Wu-Tang: Shaolin Style,1998,Fighting,Activision,0.27,0.18,0,0.03,0.48
Vigilante 8: 2nd Offense,1999,Racing,Activision,0.27,0.18,0,0.03,0.48
NFL Xtreme 2,1999,Sports,989 Studios,0.27,0.18,0,0.03,0.48
Alien Trilogy,1996,Shooter,Acclaim Entertainment,0.24,0.16,0.04,0.03,0.47
Gauntlet Legends,2000,Action,Midway Games,0.26,0.18,0,0.03,0.47
WipEout,1995,Action,Psygnosis,0.26,0.18,0,0.03,0.47
Momotarou Dentetsu V,1999,Misc,Hudson Entertainment,0,0,0.44,0.03,0.47
MTV Music Generator,1999,Misc,Codemasters,0.26,0.18,0,0.03,0.47
NHL 97,1996,Sports,Electronic Arts,0.26,0.18,0,0.03,0.47
Razor Freestyle Scooter,1999,Sports,Ubisoft,0.26,0.17,0,0.03,0.46
Hydro Thunder,1999,Racing,Midway Games,0.26,0.17,0,0.03,0.46
NHL FaceOff '97,1996,Sports,Sony Computer Entertainment,0.26,0.17,0,0.03,0.46
Star Wars: Demolition,2000,Racing,Activision,0.25,0.17,0,0.03,0.46
Bloody Roar II,1999,Fighting,Virgin Interactive,0.25,0.17,0,0.03,0.46
Warhawk,1995,Simulation,Sony Computer Entertainment,0.25,0.17,0,0.03,0.46
Missile Command,1999,Shooter,Atari,0.25,0.17,0,0.03,0.45
NCAA Gamebreaker 99,1998,Sports,989 Studios,0.25,0.17,0,0.03,0.45
World Stadium 2,1998,Sports,Namco Bandai Games,0,0,0.42,0.03,0.45
Apocalypse,1998,Action,Activision,0.25,0.17,0,0.03,0.45
Persona,1995,Role-Playing,Atlus,0,0,0.42,0.03,0.45
Mobile Suit Gundam,1995,Action,Namco Bandai Games,0,0,0.42,0.03,0.45
Final Fantasy Collection,1999,Role-Playing,Square,0,0,0.42,0.03,0.45
NHL FaceOff,1994,Sports,Sony Computer Entertainment,0.25,0.17,0,0.03,0.45
Walt Disney World Quest: Magical Racing Tour,2000,Racing,Eidos Interactive,0.25,0.17,0,0.03,0.45
Vandal Hearts,1996,Role-Playing,Konami Digital Entertainment,0.14,0.09,0.19,0.03,0.45
World Stadium EX,1996,Sports,Namco Bandai Games,0,0,0.41,0.03,0.44
Independence Day,1997,Shooter,Fox Interactive,0.25,0.17,0,0.03,0.44
Chocobo Racing,1999,Racing,SquareSoft,0.07,0.05,0.3,0.03,0.44
Ms. Pac-Man Maze Madness,2000,Puzzle,Namco Bandai Games,0.25,0.17,0,0.03,0.44
Blood Omen: Legacy of Kain,1996,Role-Playing,Crystal Dynamics,0.25,0.17,0,0.03,0.44
Army Men World War: Final Front,2001,Action,3DO,0.24,0.17,0,0.03,0.44
Grind Session,2000,Sports,Sony Computer Entertainment,0.24,0.17,0,0.03,0.44
Spec Ops: Covert Assault,2001,Shooter,Take-Two Interactive,0.24,0.16,0,0.03,0.43
MLB 2002,2001,Sports,Sony Computer Entertainment,0.24,0.16,0,0.03,0.43
Cool Boarders,1996,Sports,Sony Computer Entertainment,0.1,0.07,0.24,0.03,0.43
NHL FaceOff 99,1997,Sports,989 Studios,0.24,0.16,0,0.03,0.43
The X Files,1999,Adventure,Sony Computer Entertainment,0.24,0.16,0,0.03,0.42
Rascal,1998,Action,Psygnosis,0.24,0.16,0,0.03,0.42
Colony Wars,1997,Simulation,Psygnosis,0.24,0.16,0,0.03,0.42
Big Strike Bowling,2003,Sports,Gotham Games,0.23,0.16,0,0.03,0.42
NASCAR Thunder 2002,2001,Racing,Electronic Arts,0.23,0.16,0,0.03,0.42
JGTC: All-Japan Grand Touring Car Championship,1998,Racing,TYO,0.23,0.16,0,0.03,0.42
Arc the Lad III,1999,Role-Playing,Sony Computer Entertainment,0,0,0.39,0.03,0.42
Mega Man X6,2001,Action,Capcom,0.14,0.1,0.16,0.03,0.42
International Superstar Soccer Pro '98,1998,Sports,Konami Digital Entertainment,0.02,0.02,0.35,0.03,0.42
Mega Man Legends 2,2000,Adventure,Capcom,0.17,0.12,0.1,0.03,0.42
X-Men vs. Street Fighter,1997,Fighting,Capcom,0.16,0.11,0.12,0.03,0.42
Quake II,1998,Shooter,Activision,0.23,0.16,0,0.03,0.41
Wheel of Fortune: 2nd Edition,2000,Misc,Hasbro Interactive,0.23,0.16,0,0.03,0.41
Cool Boarders 2001,2000,Sports,Sony Computer Entertainment,0.23,0.16,0,0.03,0.41
Grudge Warriors,1999,Action,Take-Two Interactive,0.23,0.16,0,0.03,0.41
World Soccer Jikkyou Winning Eleven 2000: U-23 Medal heno Chousen,2000,Sports,Konami Digital Entertainment,0,0,0.39,0.03,0.41
NASCAR Racing,1996,Racing,Pioneer LDC,0.23,0.16,0,0.03,0.41
Command & Conquer: Red Alert,1997,Strategy,Virgin Interactive,0.23,0.16,0,0.03,0.41
Armored Core,1997,Simulation,Sony Computer Entertainment,0.13,0.09,0.16,0.03,0.41
Densha De Go! 2,1999,Simulation,Taito,0,0,0.38,0.03,0.41
Pro Pinball,1996,Misc,Empire Interactive,0.23,0.15,0,0.03,0.41
'98 Koshien,1998,Sports,Magical Company,0.15,0.1,0.12,0.03,0.41
Knockout Kings 2001,2000,Fighting,Electronic Arts,0.23,0.15,0,0.03,0.41
Disney's Hercules / Disney's The Jungle Book: Groove Party / A Bug's Life,2003,Misc,Sony Computer Entertainment,0.23,0.15,0,0.03,0.4
NFL GameDay 2002,2001,Sports,Sony Computer Entertainment,0.23,0.15,0,0.03,0.4
Pet in TV,1997,Strategy,Sony Computer Entertainment,0,0,0.38,0.03,0.4
NBA ShootOut 2000,1999,Sports,989 Studios,0.22,0.15,0,0.03,0.4
NCAA GameBreaker 2000,1999,Sports,989 Studios,0.22,0.15,0,0.03,0.4
Bugs Bunny: Lost in Time,1999,Platform,Infogrames,0.22,0.15,0,0.03,0.4
Road Rash: Jailbreak,1999,Racing,Electronic Arts,0.22,0.15,0,0.03,0.4
You Don't Know Jack,1999,Misc,Vivendi Games,0.22,0.15,0,0.03,0.4
Boku no Natsuyasumi,2000,Adventure,Sony Computer Entertainment,0,0,0.37,0.03,0.4
Command & Conquer,1996,Strategy,Virgin Interactive,0.22,0.15,0,0.03,0.4
NASCAR Heat,2000,Racing,Hasbro Interactive,0.22,0.15,0,0.03,0.39
Bloody Roar,1997,Fighting,Virgin Interactive,0.22,0.15,0,0.03,0.39
Thrasher Presents: Skate and Destroy,1998,Sports,Take-Two Interactive,0.22,0.15,0,0.03,0.39
Tear Ring Saga Yutona Eiyuu Senki,2001,Role-Playing,Enterbrain,0,0,0.37,0.03,0.39
Tokimeki Memorial 2,1999,Simulation,Konami Digital Entertainment,0,0,0.36,0.03,0.39
Triple Play 97,1996,Sports,Electronic Arts Victor,0.21,0.15,0,0.03,0.38
San Francisco Rush: Extreme Racing,1997,Racing,GT Interactive,0.21,0.15,0,0.03,0.38
Bakusou Dekotora Densetsu: Otoko Ippiki Yume Kaidoi,1998,Racing,Human Entertainment,0,0,0.36,0.03,0.38
ESPN Extreme Games,1994,Sports,Sony Computer Entertainment,0.11,0.08,0.17,0.03,0.38
Ninja: Shadow of Darkness,1998,Action,Eidos Interactive,0.21,0.14,0,0.02,0.38
SD Gundam G Generation-F,2000,Strategy,Namco Bandai Games,0,0,0.36,0.02,0.38
Mobile Suit Gundam version 2.0,1996,Action,Namco Bandai Games,0,0,0.36,0.02,0.38
MediEvil II,1999,Action,Sony Computer Entertainment,0.21,0.14,0,0.02,0.38
Rogue Trip: Vacation 2012,1998,Racing,GT Interactive,0.21,0.14,0,0.02,0.38
Moto Racer World Tour,2000,Racing,Sony Computer Entertainment,0.21,0.14,0,0.02,0.38
NCAA Final Four 2000,1999,Sports,989 Sports,0.21,0.14,0,0.02,0.38
Tobal 2,1997,Fighting,SquareSoft,0,0,0.35,0.02,0.37
Kileak: The DNA Imperative,1994,Shooter,Sony Computer Entertainment,0.08,0.06,0.21,0.02,0.37
Yarudora Series Vol.1: Double Cast,1998,Adventure,Sony Computer Entertainment,0,0,0.35,0.02,0.37
MechWarrior 2: 31st Century Combat,1997,Simulation,Activision,0.2,0.14,0,0.02,0.36
Mobile Suit Z-Gundam,1997,Action,Namco Bandai Games,0,0,0.34,0.02,0.36
Big Bass World Championship,1997,Sports,Starfish,0.2,0.14,0,0.02,0.36
World's Scariest Police Chases,2001,Racing,Activision,0.2,0.14,0,0.02,0.36
LEGO Racers,1999,Racing,LEGO Media,0.2,0.14,0,0.02,0.36
Dance Dance Revolution 3rdMix,2000,Simulation,Konami Digital Entertainment,0,0,0.33,0.02,0.36
Boxer's Road,1995,Fighting,New,0,0,0.33,0.02,0.36
South Park Rally,1998,Racing,Acclaim Entertainment,0.2,0.13,0,0.02,0.36
Formula 1 Championship Edition,1997,Racing,Psygnosis,0.06,0.04,0.23,0.02,0.36
Blasto,1998,Action,Sony Computer Entertainment,0.2,0.13,0,0.02,0.35
Persona 2: Eternal Punishment,2000,Role-Playing,Atlus,0.03,0.02,0.28,0.02,0.35
Saban's Power Rangers: Lightspeed Rescue,2000,Action,THQ,0.19,0.13,0,0.02,0.35
From TV Animation One Piece: Tobidase Kaizokudan!,2001,Role-Playing,Namco Bandai Games,0,0,0.32,0.02,0.35
Rally Cross 2,1998,Racing,989 Studios,0.19,0.13,0,0.02,0.35
Lunar 2: Eternal Blue Complete,1999,Role-Playing,Kadokawa Shoten,0.19,0.13,0,0.02,0.35
Kurushi Final: Mental Blocks,1998,Puzzle,Sony Computer Entertainment,0,0,0.32,0.02,0.34
WipEout 3,1999,Racing,Psygnosis,0.19,0.13,0,0.02,0.34
Marvel Super Heroes,1997,Fighting,Virgin Interactive,0.19,0.13,0,0.02,0.34
Backstreet Billiards,1998,Misc,ASCII Entertainment,0.19,0.13,0,0.02,0.34
Point Blank,1997,Shooter,Sony Computer Entertainment,0.05,0.03,0.23,0.02,0.34
Tiny Tank,1998,Action,Sony Computer Entertainment,0.19,0.13,0,0.02,0.34
Fade to Black,1996,Action,Electronic Arts,0.19,0.13,0,0.02,0.34
Tokyo Highway Battle,1996,Racing,Jaleco,0.06,0.04,0.21,0.02,0.33
Bomberman World,1998,Puzzle,Sony Computer Entertainment,0.06,0.04,0.22,0.02,0.33
Deathtrap Dungeon,1998,Action,Eidos Interactive,0.19,0.13,0,0.02,0.33
BeatMania Append GottaMix,1999,Simulation,Konami Digital Entertainment,0,0,0.31,0.02,0.33
World Stadium 3,1999,Sports,Namco Bandai Games,0,0,0.31,0.02,0.33
Pitfall 3D: Beyond the Jungle,1998,Platform,Activision,0.18,0.12,0,0.02,0.33
Parodius,1994,Shooter,Konami Digital Entertainment,0,0,0.31,0.02,0.33
NCAA GameBreaker 2001,2000,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02,0.33
DX Game of Life 2,1997,Misc,Takara,0,0,0.31,0.02,0.33
NBA Live 96,1996,Sports,Electronic Arts,0.16,0.11,0.04,0.02,0.33
Shin Nippon Pro Wrestling: Toukon Retsuden,1995,Fighting,Tomy Corporation,0,0,0.3,0.02,0.33
Championship Bass,1999,Sports,Electronic Arts,0.18,0.12,0,0.02,0.32
Bust-A-Move '99,1997,Puzzle,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
Dragon Quest Monsters 1·2,2002,Role-Playing,Enix Corporation,0,0,0.3,0.02,0.32
OverBlood,1996,Action,Electronic Arts,0.05,0.04,0.21,0.02,0.32
ESPN X-Games Pro Boarder,1997,Sports,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32
Harvest Moon: Back to Nature,1999,Simulation,Ubisoft,0.11,0.07,0.12,0.02,0.32
Rayman 2: The Great Escape,2000,Platform,Ubisoft,0.18,0.12,0,0.02,0.32
FIFA 2001 Major League Soccer,2000,Sports,Electronic Arts,0.18,0.12,0,0.02,0.32
Rally Cross,1997,Racing,Sony Computer Entertainment,0.18,0.12,0,0.02,0.32
Extreme Pinball,1995,Misc,Electronic Arts,0.18,0.12,0,0.02,0.32
No.1 Muscle Ranking - Kinniku Banzuke Vol. 1: Oregasaikyouno Otokoda!,1999,Sports,Konami Digital Entertainment,0,0,0.3,0.02,0.32
Riven: The Sequel to Myst,1997,Adventure,Acclaim Entertainment,0.18,0.12,0,0.02,0.32
The Conveni: Ano Machi wo Dokusen Seyo,1997,Simulation,Human Entertainment,0,0,0.3,0.02,0.32
Shin Super Robot Taisen Special Disk,1997,Strategy,Banpresto,0,0,0.3,0.02,0.32
Power Rangers: Time Force,2001,Action,THQ,0.18,0.12,0,0.02,0.32
Heart of Darkness,1998,Platform,Ocean,0.18,0.12,0,0.02,0.32
WarCraft II: The Dark Saga,1997,Strategy,Electronic Arts,0.18,0.12,0,0.02,0.31
NBA ShootOut,1995,Sports,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
Sesame Street: Elmo's Letter Adventure,1998,Misc,NewKidCo,0.17,0.12,0,0.02,0.31
Alone in the Dark: One-Eyed Jack's Revenge,1996,Adventure,Infogrames,0.17,0.12,0,0.02,0.31
Einhänder,1997,Shooter,SquareSoft,0.1,0.07,0.13,0.02,0.31
Tiny Toon Adventures: The Great Beanstalk,1998,Misc,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
KISS Pinball,2001,Action,Take-Two Interactive,0.17,0.12,0,0.02,0.31
Super Robot Taisen Complete Box,1999,Strategy,Banpresto,0,0,0.29,0.02,0.31
Demolition Racer,1998,Racing,Infogrames,0.17,0.12,0,0.02,0.31
Final Fantasy IV,1997,Simulation,SquareSoft,0,0,0.29,0.02,0.31
NHL FaceOff 2000,1998,Sports,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
South Park: Chef's Luv Shack,1998,Misc,Acclaim Entertainment,0.17,0.12,0,0.02,0.31
40 Winks,1999,Platform,GT Interactive,0.17,0.12,0,0.02,0.31
A Collection of Classic Games from the Intellivision,1999,Misc,Activision,0.17,0.12,0,0.02,0.31
Spin Jam,2000,Puzzle,Empire Interactive,0.17,0.12,0,0.02,0.31
Disney's The Emperor's New Groove,2000,Platform,Sony Computer Entertainment,0.17,0.12,0,0.02,0.31
Ehrgeiz,1998,Fighting,SquareSoft,0.17,0.12,0,0.02,0.3
"Army Men World War: Land, Sea, Air",2000,Action,3DO,0.17,0.12,0,0.02,0.3
Jumping Flash!,1995,Platform,Sony Computer Entertainment,0.05,0.03,0.21,0.02,0.3
Cart World Series,1997,Racing,Sony Computer Entertainment,0.17,0.11,0,0.02,0.3
The Dukes of Hazzard II: Daisy Dukes It Out,N/A,Racing,Unknown,0.17,0.11,0,0.02,0.3
Macross Digital Mission VF-X,1997,Simulation,Namco Bandai Games,0,0,0.28,0.02,0.3
Army Men: Air Attack 2,2000,Action,3DO,0.17,0.11,0,0.02,0.3
Star Gladiator Episode: I Final Crusade,1996,Fighting,Virgin Interactive,0.07,0.05,0.15,0.02,0.3
Future Cop L.A.P.D.,1997,Simulation,Electronic Arts,0.16,0.11,0,0.02,0.3
Fisherman's Bait 2: Big Ol' Bass,1999,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02,0.29
Kagero: Deception II,1998,Strategy,Virgin Interactive,0.03,0.02,0.22,0.02,0.29
Jikkyou Powerful Pro Yakyuu 2000 Kaimakuban,2000,Sports,Konami Digital Entertainment,0,0,0.27,0.02,0.29
Jeopardy! 2nd Edition,2000,Misc,Hasbro Interactive,0.16,0.11,0,0.02,0.29
SD Gundam G Century,1997,Strategy,Namco Bandai Games,0,0,0.27,0.02,0.29
DX Game of Life,1996,Misc,Takara,0,0,0.27,0.02,0.29
MLB Pennant Race,1996,Sports,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29
Snowboarding,2000,Sports,Midas Interactive Entertainment,0.16,0.11,0,0.02,0.29
Looney Tunes Racing,2000,Racing,Infogrames,0.16,0.11,0,0.02,0.29
Namco Museum Vol.2,1996,Misc,Sony Computer Entertainment,0.03,0.02,0.21,0.02,0.29
Tomba! 2: The Evil Swine Return,1999,Platform,Sony Computer Entertainment,0.16,0.11,0,0.02,0.29
BeatMania Append 4thMix: The beat goes on,1999,Simulation,Konami Digital Entertainment,0,0,0.27,0.02,0.29
PGA Tour 97,1996,Sports,Electronic Arts,0.16,0.11,0,0.02,0.29
VMX Racing,1997,Racing,Playmates,0.16,0.11,0,0.02,0.28
Tigger's Honey Hunt,2000,Platform,Ubisoft,0.16,0.11,0,0.02,0.28
Arcade Hits: Frisky Tom,2002,Action,Hamster Corporation,0.16,0.11,0,0.02,0.28
Dead or Alive,1998,Fighting,Sony Computer Entertainment,0.09,0.06,0.1,0.02,0.28
NBA In The Zone,1995,Sports,Konami Digital Entertainment,0.16,0.11,0,0.02,0.28
Civilization II,1998,Strategy,Activision,0.15,0.11,0,0.02,0.28
Yu-Gi-Oh! Monster Capsule Breed & Battle,1998,Role-Playing,Konami Digital Entertainment,0,0,0.26,0.02,0.28
Warpath: Jurassic Park,1998,Fighting,Electronic Arts,0.15,0.1,0,0.02,0.28
Armored Core: Project Phantasma,1997,Simulation,From Software,0.06,0.04,0.15,0.02,0.28
Shin Nippon Pro Wrestling: Toukon Retsuden 2,1996,Fighting,Tomy Corporation,0,0,0.26,0.02,0.27
Resident Evil 2: Dual Shock Edition,1998,Action,Capcom,0,0,0.26,0.02,0.27
Dynasty Warriors,1997,Action,Tecmo Koei,0.09,0.06,0.11,0.02,0.27
Tiny Toon Adventures: Plucky's Big Adventure,2001,Action,Conspiracy Entertainment,0.15,0.1,0,0.02,0.27
Evil Dead: Hail to the King,2000,Adventure,THQ,0.15,0.1,0,0.02,0.27
Dragon Ball GT: Final Bout,1997,Fighting,Namco Bandai Games,0.02,0.02,0.22,0.02,0.27
Burstrick: Wake Boarding!!,2000,Sports,Natsume,0.15,0.1,0,0.02,0.27
Dave Mirra Freestyle BMX: Maximum Remix,2001,Sports,Acclaim Entertainment,0.15,0.1,0,0.02,0.27
Gunship,1996,Simulation,Microprose,0.15,0.1,0,0.02,0.27
Sydney 2000,2000,Sports,Eidos Interactive,0.15,0.1,0,0.02,0.27
Superbike 2000,1999,Racing,Electronic Arts,0.15,0.1,0,0.02,0.27
Alundra 2: A New Legend Begins,1999,Role-Playing,Activision,0.15,0.1,0,0.02,0.27
Jikkyou Powerful Pro Yakyuu '98 Ketteiban,1998,Sports,Konami Digital Entertainment,0,0,0.25,0.02,0.27
Final Doom,1995,Shooter,GT Interactive,0.15,0.1,0,0.02,0.27
NBA ShootOut 2001,2000,Sports,Sony Computer Entertainment,0.15,0.1,0,0.02,0.27
Battle Arena Toshinden 3,1996,Fighting,Sony Computer Entertainment,0.06,0.04,0.14,0.02,0.27
Jade Cocoon: Story of the Tamamayu,1998,Role-Playing,Crave Entertainment,0.15,0.1,0,0.02,0.27
Gallop Racer 2: One and Only Road to Victory,1997,Sports,Tecmo Koei,0,0,0.25,0.02,0.27
